"NSE Symbol","Regd Office City","Market Capitalisation","BSE-Quarterly Average Volume","NSE-Quarterly Average Volume","BSE-Yearly Average Volume","NSE-Yearly Average Volume","BSE Code"
"IGIL","Mumbai","15914.28","54.93","790.14","173.57","2113.77","544311"
"IGL","New Delhi","29547.03","91.00","2298.37","181.49","4424.69","532514"
"IGPL","Panaji","1244.42","1.96","23.44","2.81","38.03","500199"
"IIFL","Thane","22147.82","70.96","1366.53","93.04","1903.62","532636"
"IIFLCAPS","Thane","10328.13","42.89","600.21","44.15","584.91","542773"
"IIFLNIFTY","","0.00","","","","",""
"IITL","Mumbai","417.58","0.76","15.83","10.17","23.13","501295"
"IKIO","New Delhi","1606.67","28.76","281.44","19.42","172.91","543923"
"IKS","Thane","28587.52","21.06","316.94","28.97","434.93","544309"
"IL&FSENGG","Hyderabad","352.06","5.55","14.27","12.49","16.16","532907"
"IL&FSTRANS","Mumbai","94.08","16.81","44.07","28.28","53.36","533177"
"IMAGICAA","Raigad","2913.62","64.34","552.53","90.86","816.95","539056"
"IMFA","Bhubaneswar","6102.21","11.36","173.57","10.33","149.43","533047"
"IMPAL","Chennai","1305.72","0.27","2.42","2.93","3.09","590065"
"IMPEXFERRO","Kolkata","17.06","6.02","12.50","7.83","14.32","532614"
"INCREDIBLE","Kolkata","215.81","6.80","23.00","4.34","30.85","538365"
"INDBANK","Chennai","173.07","18.74","193.01","13.91","109.21","511473"
"INDGN","Bengaluru","12734.60","17.42","363.68","55.55","778.50","544172"
"INDHOTEL","Mumbai","99234.58","91.88","2565.04","109.91","3605.52","500850"
"INDIA VIX","","","","","","",""
"INDIABULLS","New Delhi","8509.68","","","","","532544"
"INDIACEM","Chennai","12045.70","45.75","902.24","55.13","1100.11","530005"
"INDIAGLYCO","Udham Singh Nagar Dist","6109.01","18.33","267.60","12.30","193.75","500201"
"INDIALEASE","New Delhi","15.36","3.76","","4.61","","500202"
"INDIAMART","New Delhi","14847.15","4.04","87.35","8.84","170.42","542726"
"INDIANACRY","Sangrur Dist","95.81","41.40","","63.66","","514165"
"INDIANB","Chennai","116573.00","54.99","1785.45","61.13","1885.25","532814"
"INDIANCARD","Pune","148.11","1.94","11.57","2.24","18.75","509692"
"INDIANHUME","Mumbai","1873.89","2.34","28.57","6.44","73.08","504741"
"INDIANORG","Mumbai","21.13","","","","","500720"
"INDIASHLTR","Gurugram","9254.74","10.52","204.42","11.69","222.12","544044"
"INDIFRA","Anand Dist","11.30","","4.82","","8.08",""
"INDIGO","New Delhi","219963.97","48.57","1223.08","31.99","1140.15","539448"
"INDIGOPNTS","Pune","4719.65","3.96","45.73","8.35","75.56","543258"
"INDIGRID","Mumbai","","49.82","1277.40","120.21","715.28","540565"
"INDIQUBE","Bengaluru","4316.79","46.71","380.15","68.79","617.82","544454"
"INDLMETER","Silvassa","1.03","","","","","517571"
"INDNIPPON","Chennai","2111.60","5.73","71.64","2.79","31.74","532240"
"INDOAMIN","Thane Dist","967.59","11.24","133.91","19.64","212.01","524648"
"INDOBORAX","Mumbai","791.02","3.22","33.68","11.74","106.64","524342"
"INDOCO","Mumbai","2439.03","20.54","169.45","11.19","136.42","532612"
"INDOFARM","Chandigarh","1071.07","74.17","850.30","63.38","682.21","544328"
"INDOKEM","Mumbai","2150.32","14.63","","10.92","","504092"
"INDORAMA","Nagpur","1761.21","32.82","381.34","24.11","280.76","500207"
"INDOSTAR","Mumbai","3473.79","7.97","150.05","12.47","216.26","541336"
"INDOTECH","Chennai","1720.49","2.06","16.70","5.58","29.63","532717"
"INDOTHAI","Indore","4787.68","126.51","791.22","36.05","214.61","533676"
"INDOUS","Ahmedabad","262.08","1.97","24.68","3.08","24.69","541304"
"INDOWIND","Chennai","194.62","28.78","145.07","68.35","348.33","532894"
"INDRAMEDCO","New Delhi","5701.60","64.78","694.46","36.42","381.17","532150"
"INDSWFTLAB","Chandigarh","823.87","6.50","55.63","19.86","186.09","532305"
"INDSWFTLTD","Chandigarh","85.04","29.09","168.61","26.86","154.24","524652"
"INDTERRAIN","Chengalpattu","199.58","14.79","85.00","13.45","86.10","533329"
"INDUSFILA","Mysore","2.63","","","","","532821"
"INDUSINDBK","Pune","61254.85","139.26","3814.83","289.31","7388.90","532187"
"INDUSINVIT","Gurugram","","4.08","67.05","4.79","99.76","544137"
"INDUSTOWER","Gurugram","105038.45","375.71","9237.18","234.64","7945.78","534816"
"INERTIAIND","Bengaluru","170.15","","","","","521147"
"INFIBEAM","Gandhinagar Dist","6353.00","1512.68","11360.21","1310.70","10980.48","539807"
"INFINIUM","Anand Dist","412.95","","4.80","","4.97",""
"INFLUX","Mumbai","458.49","","60.07","","169.28",""
"INFOBEAN","Indore","1438.51","9.54","86.08","8.33","59.95","543644"
"INFODRIVE","Chennai","6.55","","","","","530703"
"INFOLLION","Gurgaon","374.30","","9.92","","12.29",""
"INFOMEDIA","Mumbai","39.20","2.41","10.55","3.37","21.95","509069"
"INFRABEES","","","1.51","10.79","1.68","13.27","543255"
"INFRAIETF","","","5.47","131.78","7.69","207.66","543571"
"INFY","Bengaluru","609139.10","392.40","7966.89","304.64","7227.21","500209"
"INGERRAND","Bengaluru","11861.68","1.81","10.13","3.71","18.18","500210"
"INGVYSYABK","Bengaluru","19732.57","","","","","531807"
"INM","Mumbai","442.07","","13.89","","8.37",""
"INNOMET","Hyderabad","169.19","","20.46","","24.37",""
"INNOVACAP","Navi Mumbai","4586.58","1.71","32.56","6.70","82.88","544067"
"INNOVANA","Jaipur","1039.20","0.67","6.54","2.18","17.59","544302"
"INOXGREEN","Vadodara","9655.41","169.68","1966.82","180.75","2055.27","543667"
"INOXINDIA","Vadodara","10917.94","4.59","67.14","12.11","199.70","544046"
"INOXLEISUR","Mumbai","6213.60","","","","","532706"
"INOXWIND","Una Dist","25932.21","393.85","6879.06","459.17","8377.12","539083"
"INSECTICID","New Delhi","2031.47","2.95","50.91","3.67","56.14","532851"
"INSILCO","Noida","52.43","","","","","500211"
"INSPIRE","Mumbai","21.84","","17.31","","22.60",""
"INSPIRISYS","Chennai","365.86","1.34","7.05","2.61","19.74","532774"
"INTEGRITY","","43.11","","7.98","","12.24",""
"INTELLECT","Chennai","15795.18","21.43","589.83","34.23","938.08","538835"
"INTENTECH","Hyderabad","275.79","31.15","240.62","11.29","99.45","532326"
"INTERARCH","New Delhi","3678.65","3.84","47.29","11.11","133.81","544232"
"INTERISE","Chennai","0.00","","75.00","300.00","325.00","541300"
"INTERNET","","","21.05","127.80","23.15","134.92","544438"
"INTLCONV","24 Parganas (S)","571.23","39.72","354.77","29.18","212.13","509709"
"INTLTRAVHS","New Delhi","360.91","2.87","","4.65","","500213"
"INVENTURE","Mumbai","151.20","342.41","1034.11","585.96","1781.46","533506"
"IOB","Chennai","74580.77","724.71","9699.79","753.90","9339.33","532388"
"IOC","Mumbai","237660.44","820.50","11375.76","871.59","13386.36","530965"
"IOLCP","Barnala","2661.71","520.11","4396.91","192.13","1862.60","524164"
"IONEXCHANG","Mumbai","5662.80","15.06","153.92","19.63","217.07","500214"
"IPCALAB","Mumbai","33041.17","9.88","166.62","30.03","311.62","524494"
"IPHL","Udaipur Dist","123.95","","19.46","","25.59",""
"IPL","Bareilly","2111.52","51.57","634.53","41.73","496.54","543311"
"IPRINGLTD","Chengalpattu","174.93","2.52","","3.58","","523638"
"IPSL","Mumbai","258.20","","3.27","","5.19",""
"IRB","Mumbai","27096.99","785.15","9081.01","1121.95","14520.34","532947"
"IRBINVIT","Mumbai","","1063.51","2691.90","317.03","1050.84","540526"
"IRBIT","","0.00","","","","",""
"IRCON","New Delhi","15382.13","250.55","2927.31","466.59","6550.16","541956"
"IRCTC","New Delhi","56272.00","69.61","699.80","84.48","1063.30","542830"
"IREDA","New Delhi","41745.18","708.24","7631.14","1161.49","12233.89","544026"
"IRFC","New Delhi","157148.78","754.80","7953.48","1424.03","17368.88","543257"
"IRIS","Navi Mumbai","724.68","3.98","23.58","4.51","25.16","540735"
"IRISDOREME","Howrah","606.97","","184.00","","174.04",""
"IRMENERGY","Ahmedabad","1247.60","85.20","726.75","28.66","255.46","544004"
"ISEC","Mumbai","29132.36","","","4.59","300.61","541179"
"ISFT","Mumbai","157.91","6.06","34.70","4.83","38.75","533181"
"ISGEC","Yamuna Nagar","6349.64","3.15","48.65","4.22","98.48","533033"
"ISHAN","New Delhi","18.38","","245.79","","393.94",""
"ISHANCH","Ahmedabad","192.29","12.68","97.29","14.32","66.65","531109"
"ISIBARS","Raigad","495.61","1219.97","","886.68","","513361"
"ISMTLTD","Pune","3612.03","","","","","532479"
"ISWARMEDIC","Thane","","","","","","507480"
"IT","","","","554.31","","449.58",""
"ITALIANE","Indore","48.03","","9.31","","8.79",""
"ITBEES","","","446.05","8833.49","446.05","7597.63","590141"
"ITC","Kolkata","510258.83","1074.16","13896.42","786.17","15641.24","500875"
"ITCHOTELS","Kolkata","43945.56","193.35","2811.05","367.51","6821.21","544325"
"ITDC","New Delhi","5123.86","31.51","247.88","11.98","127.64","532189"
"ITETF","","","53.39","372.67","46.16","401.67","544006"
"ITETFADD","","","4.45","38.92","2.63","28.92","543935"
"ITI","Bengaluru","30373.64","239.79","2794.54","322.69","6086.51","523610"
"ITIETF","","","63.58","969.14","39.89","1009.21","543221"
"ITTL","Panchmahal","96.25","","0.97","","0.62",""
"IVALUE","Bengaluru","1534.72","109.24","1002.57","109.24","1002.57","544523"
"IVC","Mumbai","238.98","46.24","204.69","59.82","298.60","511208"
"IVP","Mumbai","180.45","1.21","9.98","2.60","21.91","507580"
"IVRCLINFRA","Hyderabad","30.53","","","","","530773"
"IVZINGOLD","","","0.08","1.71","0.05","1.31","533172"
"IVZINNIFTY","","","","0.05","","0.07",""
"IWARE","Ahmedabad","184.58","","47.47","","50.22",""
"IWEL","Una Dist","12410.75","","","0.55","12.61","543297"
"IXIGO","Gurugram","10784.90","340.56","4784.37","304.87","2941.16","544192"
"IZMO","Bengaluru","1345.95","44.76","314.08","17.45","112.28","532341"
"J&KBANK","Srinagar","11320.16","190.60","2169.55","305.78","3492.66","532209"
"JAGAJITIND","Kapurthala Dist","893.31","23.96","","17.55","","507155"
"JAGRAN","Kanpur","1530.98","11.17","102.18","20.51","222.59","532705"
"JAGSNPHARM","New Delhi","1447.26","11.12","112.47","23.86","253.26","507789"
"JAIBALAJI","Kolkata","8103.53","79.36","1099.46","69.74","1042.15","532976"
"JAICORPLTD","Nanded","2722.08","400.86","4688.62","180.01","2056.70","512237"
"JAINAM","Raipur","326.74","","9.48","","7.81",""
"JAINIK","Delhi","195.85","","50.12","","89.05",""
"JAINREC","Chennai","13075.30","987.96","10094.24","987.96","10094.24","544537"
"JAINSTUDIO","New Delhi","7.58","","","","","532033"
"JAIPURKURT","Jaipur","67.70","","14.56","","67.92",""
"JAKHARIA","Palghar","73.76","","2.00","","4.95",""
"JALAN","Delhi","4.94","","62.54","","106.23",""
"JAMNAAUTO","Yamuna Nagar","3641.09","465.34","3577.70","200.94","1775.29","520051"
"JARO","Mumbai","1415.01","40.44","368.86","40.44","368.86","544534"
"JASCHIND","New Delhi","115.77","3.18","","5.16","","500220"
"JASH","Indore","2894.26","6.23","109.86","10.55","233.51","544402"
"JAYAGROGN","Mumbai","668.85","1.62","8.30","1.93","14.06","524330"
"JAYBARMARU","Gurgaon","1040.28","27.27","133.97","16.66","122.52","520066"
"JAYBEE","New Delhi","314.48","","76.18","","102.66",""
"JAYDYSTUF","Mumbai","136.78","","","","","506910"
"JAYESH","Kolkata","99.43","","471.67","","471.67",""
"JAYNECOIND","Nagpur","7083.43","2916.54","23130.65","1689.48","13840.42","522285"
"JAYSREETEA","Kolkata","268.45","7.47","49.06","12.44","120.46","509715"
"JBCHEPHARM","Mumbai","26499.22","2.66","141.65","9.79","245.61","506943"
"JBFIND","Silvassa","36.19","","","","","514034"
"JBMA","Faridabad","15138.00","183.64","1933.89","84.98","1060.32","532605"
"JCHAC","Ahmedabad","4752.01","1.24","18.58","1.78","34.24","523398"
"JCT","Kapurthala","105.07","","","548.65","","500223"
"JDORGOCHEM","Mumbai","209.64","42.31","","43.48","","524592"
"JETAIRWAYS","Mumbai","386.69","","","60.11","234.54","532617"
"JETFREIGHT","Mumbai","58.47","7.28","34.11","29.78","94.00","543420"
"JETKNIT","Kanpur","45.83","","0.75","","2.62",""
"JEYYAM","Chennai","322.50","","137.64","","101.31",""
"JFLABS","Pune","","","","","","523804"
"JFLLIFE","Ahmedabad","42.89","","30.34","","31.24",""
"JGCHEM","Kolkata","1612.31","20.03","218.80","28.09","303.97","544138"
"JHS","Sirmour Dist","106.92","19.92","164.47","22.33","149.26","532771"
"JINDALPHOT","Bulandshahar","1374.62","1.86","21.17","2.07","21.75","532624"
"JINDALPOLY","Bulandshahar Dist","2415.04","26.37","288.37","10.78","127.71","500227"
"JINDALSAW","Mathura Dist","10676.59","123.77","2126.03","113.72","1947.10","500378"
"JINDALSTEL","Hisar","106777.72","35.42","1639.18","51.57","1894.45","532286"
"JINDRILL","Raigad Dist","1651.92","7.45","80.17","19.51","247.35","511034"
"JINDWORLD","Ahmedabad","3533.17","309.95","2840.30","177.05","1853.07","531543"
"JIOFIN","Mumbai","189355.39","861.13","10224.73","1286.60","17803.09","543940"
"JISLDVREQS","","58.48","9.25","56.51","7.25","58.53","570004"
"JISLJALEQS","Jalgaon","3482.29","384.81","4899.36","333.56","4944.88","500219"
"JITFINFRA","Raipur","761.60","16.72","120.41","8.33","55.38","540311"
"JIWANRAM","Kolkata","18.07","","23.75","","45.59",""
"JIYAECO","Bhavnagar","0.04","","","","","539225"
"JKCEMENT","Kanpur","44097.76","3.90","116.39","3.07","118.72","532644"
"JKIL","Mumbai","4954.96","6.25","114.52","9.71","166.17","532940"
"JKIPL","Raipur","449.50","43.42","448.07","43.42","448.07","544547"
"JKLAKSHMI","Sirohi Dist","10791.25","11.73","123.49","11.91","183.60","500380"
"JKPAPER","Tapi Dist","6510.98","71.61","881.22","43.39","591.79","532162"
"JKPHARMA","Cuddalore","11.22","","","","","500218"
"JKSYNTHETC","Kanpur","2917.78","310.26","","186.15","","500306"
"JKTYRE","Kankroli","12263.77","83.30","1272.53","71.30","941.11","530007"
"JLHL","Mumbai","10181.09","2.37","34.21","3.29","40.94","543980"
"JMA","Gurgaon","200.93","","13.94","","19.20",""
"JMCPROJECT","Ahmedabad","1991.36","","","","","522263"
"JMFINANCIL","Mumbai","15485.92","417.59","7170.28","327.40","6002.74","523405"
"JNKINDIA","Thane","1593.01","8.60","71.79","6.68","63.43","544167"
"JOCIL","Guntur","133.44","","3.66","","6.58",""
"JPASSOCIAT","Noida","790.38","1389.96","4671.01","2334.34","6963.92","532532"
"JPOLYINVST","Bulandshahar Dist","1004.36","3.62","28.29","3.31","22.93","536773"
"JPPOWER","Singrauli","12123.77","4511.48","27669.51","8472.50","60478.26","532627"
"JSFB","Bengaluru","4910.77","9.15","245.03","16.57","319.63","544118"
"JSL","Hisar","60166.14","34.70","876.59","37.05","909.14","532508"
"JSLHISAR","Hisar","13230.04","","","","","539597"
"JSLL","Mohali","9762.58","38.18","274.91","38.18","105.25","544476"
"JSWCEMENT","Mumbai","17519.24","556.21","7090.66","556.21","7090.66","544480"
"JSWENERGY","Mumbai","90394.58","177.23","2160.58","180.38","3699.74","533148"
"JSWHL","Thane Dist","18461.34","0.27","2.44","0.67","6.90","532642"
"JSWINFRA","Mumbai","59587.54","127.07","1475.17","136.59","2134.97","543994"
"JSWISPAT","Mumbai","2511.80","","","","","500305"
"JSWISPL","Mumbai","1829.83","","","","","513446"
"JSWSTEEL","Mumbai","285739.07","56.59","1557.66","60.38","1876.22","500228"
"JTEKTINDIA","New Delhi","4362.07","96.24","1212.61","40.99","446.82","520057"
"JTLIND","Chandigarh","2360.85","98.12","1814.99","124.44","1782.50","534600"
"JUBLCPL","Amroha District","3921.24","1.53","17.28","1.21","11.71","544355"
"JUBLFOOD","Noida","38554.76","71.93","1527.20","58.66","1788.58","533155"
"JUBLINDS","Amroha District","2469.57","","","","","533320"
"JUBLINGREA","Amroha District","10572.29","17.30","384.38","31.24","628.33","543271"
"JUBLPHARMA","Gajraula","18498.12","8.39","183.91","15.86","320.02","530019"
"JUMBO","Chennai","72.01","17.16","","14.18","","516078"
"JUNIORBEES","","","38.46","255.46","37.69","358.79","590104"
"JUNIPER","Mumbai","5820.66","5.29","93.67","10.49","192.37","544129"
"JUSTDIAL","Mumbai","6408.97","9.27","121.38","17.22","294.29","535648"
"JWL","Jabalpur","13418.38","259.02","2268.68","262.06","3168.40","533272"
"JYOTHYLAB","Mumbai","11499.32","24.17","282.90","36.65","609.71","532926"
"JYOTICNC","Rajkot","20352.09","39.16","492.20","29.40","588.01","544081"
"JYOTIGLOBL","Navi Mumbai","115.35","","98.81","","98.81",""
"JYOTISTRUC","Mumbai","1319.69","770.58","6866.44","1431.87","11547.59","513250"
"K2INFRA","Gurugram","70.73","","29.29","","33.68",""
"KABRAEXTRU","Mumbai","839.52","3.37","36.82","8.06","85.96","524109"
"KAJARIACER","Gurgaon","18171.38","16.06","258.85","52.01","379.64","500233"
"KAKATCEM","Hyderabad","109.26","1.08","4.52","1.23","7.02","500234"
"KALAMANDIR","Hyderabad","2662.44","232.07","3198.20","99.04","1334.36","543989"
"KALANA","Ahmedabad","36.51","","33.61","","50.57",""
"KALANA","Ahmedabad","36.51","","33.61","","50.57",""
"KALINDEE","New Delhi","169.04","","","","","522259"
"KALPATARU","Mumbai","7541.60","8.42","118.42","31.37","343.52","544423"
"KALYANI","New Delhi","13.81","","","","0.40",""
"KALYANIFRG","Pune","249.20","0.49","3.30","0.75","3.13","513509"
"KALYANISHP","Pune","130.42","2.51","","3.78","","523449"
"KALYANKJIL","Thrissur","52918.32","315.90","5050.82","497.57","8444.94","543278"
"KAMATHOTEL","Mumbai","822.94","14.29","167.98","17.68","214.20","526668"
"KAMDHENU","Gurugram","762.21","77.71","952.70","115.00","1765.78","532741"
"KAMOPAINTS","Gurugram","252.43","188.87","1565.25","101.45","761.70","543747"
"KANANIIND","Mumbai","37.20","85.50","284.45","119.95","359.61","506184"
"KANDAGIRI","Salem","18.06","4.32","","3.10","","521242"
"KANDARP","New Delhi","97.90","","73.27","","43.05",""
"KANELOIL","Ahmedabad","0.18","","","35.75","","500236"
"KANORICHEM","Kolkata","340.46","2.00","14.46","3.94","37.05","506525"
"KANPRPLA","Kanpur","472.98","2.32","16.39","3.76","33.99","507779"
"KANSAINER","Mumbai","20075.38","26.74","564.92","21.39","375.03","500165"
"KAPSTON","Hyderabad","593.53","","13.47","","10.54",""
"KARMAENG","Mumbai","62.40","3.96","12.96","4.68","19.87","533451"
"KARNIKA","Howrah","1002.50","","37.47","","19.95",""
"KARURVYSYA","Karur","23835.95","96.00","2228.09","85.86","2322.43","590003"
"KASHYAP","Navi Mumbai","47.91","35.60","","26.98","","531960"
"KATARIA","Ratlam","211.01","","17.45","","20.37",""
"KAUSHALYA","Kolkata","35.46","0.44","3.03","0.57","1.74","532925"
"KAVDEFENCE","Bengaluru","319.10","114.99","246.73","41.34","84.08","590041"
"KAWIRES","Kolkata","9.94","","","","",""
"KAYA","Mumbai","655.04","1.52","10.10","3.43","28.01","539276"
"KAYNES","Mysore","42607.56","27.42","500.11","37.80","657.99","543664"
"KAYTEX","Amritsar","127.15","","30.91","","52.48",""
"KBIL","Pune","2351.10","","","","","533297"
"KCEIL","Kota","226.57","","120.36","","63.26",""
"KCK","Chandigarh","187.63","","309.18","","175.98",""
"KCP","Chennai","2561.66","15.00","171.84","22.12","301.78","590066"
"KCPSUGIND","Chennai","344.69","12.66","99.88","17.84","143.36","533192"
"KDDL","Parwanoo","3173.52","0.72","14.32","1.31","17.84","532054"
"KDL","Thane","206.93","","50.21","","30.22",""
"KEC","Mumbai","20952.60","68.09","890.41","61.95","1263.39","532714"
"KECL","Bengaluru","764.43","16.86","223.02","21.74","221.91","533193"
"KEEPLEARN","Mumbai","43.44","11.79","51.67","12.48","43.39","526677"
"KEI","New Delhi","37531.84","9.49","266.71","13.99","463.41","517569"
"KEL","Palghar","113.56","","13.69","","10.83",""
"KELLTONTEC","Hyderabad","1107.86","373.28","4126.31","225.34","2250.53","519602"
"KEN","Ichalkaranji","113.62","","16.32","","40.70",""
"KENNAMET","Bengaluru","4751.81","4.71","","4.06","","505890"
"KERALACHEM","Ernakulam","747.40","3.34","","4.55","","506532"
"KERNEX","Hyderabad","2100.79","17.20","130.71","21.76","148.75","532686"
"KESARENT","Mumbai","84.97","12.46","","7.69","","507180"
"KESORAMIND","Kolkata","158.75","331.32","1060.72","378.14","1458.76","502937"
"KEYFINSERV","Mumbai","200.48","2.73","19.64","2.35","17.13","512597"
"KFINTECH","Mumbai","18299.64","57.17","1007.62","81.23","1521.52","543720"
"KGDENIM","Coimbatore","44.17","25.06","","14.86","","500239"
"KGL","Bengaluru","35.94","","","","","531687"
"KHADIM","Kolkata","439.61","4.55","50.26","2.75","38.37","540775"
